instant,dteday_by_hour,season_by_hour,yr_by_hour,mnth_by_hour,hr,holiday_by_hour,weekday_by_hour,workingday_by_hour,weathersit_by_hour,temp_by_hour,atemp_by_hour,hum_by_hour,windspeed_by_hour,casual_by_hour,registered_by_hour,cnt_by_hour,dteday_by_day,season_by_day,yr_by_day,mnth_by_day,holiday_by_day,weekday_by_day,workingday_by_day,weathersit_by_day,temp_by_day,atemp_by_day,hum_by_day,windspeed_by_day,casual_by_day,registered_by_day,cnt_by_day
8974,,4,1,1,18,0,6,0,1,9.02,11.365,41.0,12.998000000000001,21,122,143,,,,,,,,,,,,,,,
8975,,4,1,1,19,0,6,0,1,8.200000000000001,9.85,47.0,15.001299999999999,12,90,102,,,,,,,,,,,,,,,
8976,,4,1,1,20,0,6,0,1,8.200000000000001,9.85,44.0,16.997899999999998,8,95,103,,,,,,,,,,,,,,,
8977,,4,1,1,21,0,6,0,1,7.38,8.334999999999999,43.0,16.997899999999998,3,66,69,,,,,,,,,,,,,,,
8978,,4,1,1,22,0,6,0,1,6.5600000000000005,6.819999999999999,47.0,23.9994,4,62,66,,,,,,,,,,,,,,,
8979,,4,1,1,23,0,6,0,1,6.5600000000000005,7.575,47.0,15.001299999999999,5,71,76,,,,,,,,,,,,,,,
8980,,4,1,1,0,0,0,0,1,6.5600000000000005,6.819999999999999,47.0,22.0028,9,50,59,,,,,,,,,,,,,,,
8981,,4,1,1,1,0,0,0,2,6.5600000000000005,6.819999999999999,47.0,19.999499999999998,2,40,42,,,,,,,,,,,,,,,
8982,,4,1,1,2,0,0,0,2,6.5600000000000005,6.819999999999999,47.0,19.0012,5,38,43,,,,,,,,,,,,,,,
8983,,4,1,1,3,0,0,0,2,6.5600000000000005,6.819999999999999,48.0,26.0027,1,24,25,,,,,,,,,,,,,,,
8984,,4,1,1,4,0,0,0,2,6.5600000000000005,6.819999999999999,47.0,26.0027,1,5,6,,,,,,,,,,,,,,,
8985,,4,1,1,5,0,0,0,2,6.5600000000000005,6.819999999999999,47.0,22.0028,0,5,5,,,,,,,,,,,,,,,
8986,,4,1,1,6,0,0,0,2,5.74,6.0600000000000005,50.0,19.0012,1,7,8,,,,,,,,,,,,,,,
8987,,4,1,1,7,0,0,0,1,4.92,6.0600000000000005,54.0,19.0012,3,14,17,,,,,,,,,,,,,,,
8988,,4,1,1,8,0,0,0,1,4.92,6.0600000000000005,54.0,15.001299999999999,2,34,36,,,,,,,,,,,,,,,
8989,,4,1,1,9,0,0,0,1,4.92,6.819999999999999,54.0,12.998000000000001,10,80,90,,,,,,,,,,,,,,,
8990,,4,1,1,10,0,0,0,1,5.74,6.0600000000000005,54.0,19.0012,11,115,126,,,,,,,,,,,,,,,
8991,,4,1,1,11,0,0,0,1,6.5600000000000005,7.575,47.0,15.001299999999999,21,144,165,,,,,,,,,,,,,,,
8992,,4,1,1,12,0,0,0,1,7.38,8.334999999999999,40.0,19.999499999999998,42,192,234,,,,,,,,,,,,,,,
8993,,4,1,1,13,0,0,0,1,8.200000000000001,9.09,34.0,19.0012,40,184,224,,,,,,,,,,,,,,,
8994,,4,1,1,14,0,0,0,1,8.200000000000001,9.09,32.0,23.9994,25,163,188,,,,,,,,,,,,,,,
8995,,4,1,1,15,0,0,0,1,9.02,11.365,27.0,12.998000000000001,33,173,206,,,,,,,,,,,,,,,
8996,,4,1,1,16,0,0,0,1,9.02,10.605,28.999999999999996,19.999499999999998,31,174,205,,,,,,,,,,,,,,,
8997,,4,1,1,17,0,0,0,1,9.02,10.605,25.0,16.997899999999998,15,131,146,,,,,,,,,,,,,,,
8998,,4,1,1,18,0,0,0,1,7.38,9.09,28.999999999999996,15.001299999999999,7,113,120,,,,,,,,,,,,,,,
8999,,4,1,1,19,0,0,0,1,6.5600000000000005,8.334999999999999,37.0,11.0014,9,101,110,,,,,,,,,,,,,,,
9000,,4,1,1,20,0,0,0,1,6.5600000000000005,9.09,37.0,7.0015,10,85,95,,,,,,,,,,,,,,,
9001,,4,1,1,21,0,0,0,1,6.5600000000000005,8.334999999999999,40.0,11.0014,1,71,72,,,,,,,,,,,,,,,
9002,,4,1,1,22,0,0,0,1,7.38,10.605,37.0,6.0032,2,58,60,,,,,,,,,,,,,,,
9003,,4,1,1,23,0,0,0,1,6.5600000000000005,9.85,43.0,6.0032,3,26,29,,,,,,,,,,,,,,,
9004,,4,1,1,0,1,1,0,1,5.74,7.575,46.0,8.9981,2,23,25,,,,,,,,,,,,,,,
9005,,4,1,1,1,1,1,0,1,5.74,8.334999999999999,43.0,7.0015,2,18,20,,,,,,,,,,,,,,,
9006,,4,1,1,2,1,1,0,1,5.74,10.605,46.0,0.0,3,14,17,,,,,,,,,,,,,,,
9007,,4,1,1,3,1,1,0,1,4.92,9.85,50.0,0.0,0,3,3,,,,,,,,,,,,,,,
9008,,4,1,1,4,1,1,0,1,4.92,7.575,57.99999999999999,7.0015,2,6,8,,,,,,,,,,,,,,,
9009,,4,1,1,5,1,1,0,1,4.92,8.334999999999999,54.0,6.0032,1,5,6,,,,,,,,,,,,,,,
9010,,4,1,1,6,1,1,0,1,4.1000000000000005,6.819999999999999,54.0,6.0032,0,13,13,,,,,,,,,,,,,,,
9011,,4,1,1,7,1,1,0,1,4.1000000000000005,6.819999999999999,54.0,7.0015,5,28,33,,,,,,,,,,,,,,,
9012,,4,1,1,8,1,1,0,1,4.1000000000000005,6.0600000000000005,57.99999999999999,11.0014,3,75,78,,,,,,,,,,,,,,,
9013,,4,1,1,9,1,1,0,1,4.1000000000000005,6.0600000000000005,57.99999999999999,11.0014,7,89,96,,,,,,,,,,,,,,,
9014,,4,1,1,10,1,1,0,2,5.74,6.819999999999999,59.0,12.998000000000001,19,107,126,,,,,,,,,,,,,,,
9015,,4,1,1,11,1,1,0,1,6.5600000000000005,7.575,59.0,16.997899999999998,21,158,179,,,,,,,,,,,,,,,
9016,,4,1,1,12,1,1,0,1,8.200000000000001,9.09,55.00000000000001,22.0028,20,165,185,,,,,,,,,,,,,,,
9017,,4,1,1,13,1,1,0,2,9.84,9.85,41.0,27.999299999999998,26,202,228,,,,,,,,,,,,,,,
9018,,4,1,1,14,1,1,0,1,9.84,10.605,44.0,26.0027,23,158,181,,,,,,,,,,,,,,,
9019,,4,1,1,15,1,1,0,1,10.66,10.605,44.0,30.002599999999997,17,175,192,,,,,,,,,,,,,,,
9020,,4,1,1,16,1,1,0,1,10.66,11.365,44.0,23.9994,22,158,180,,,,,,,,,,,,,,,
9021,,4,1,1,17,1,1,0,1,10.66,11.365,48.0,22.0028,19,174,193,,,,,,,,,,,,,,,
9022,,4,1,1,18,1,1,0,1,10.66,11.365,52.0,22.0028,6,175,181,,,,,,,,,,,,,,,
9023,,4,1,1,19,1,1,0,1,10.66,12.120000000000001,56.00000000000001,19.0012,10,134,144,,,,,,,,,,,,,,,
9024,,4,1,1,20,1,1,0,1,10.66,12.120000000000001,60.0,19.0012,2,88,90,,,,,,,,,,,,,,,
9025,,4,1,1,21,1,1,0,1,11.48,12.879999999999999,52.0,22.0028,3,46,49,,,,,,,,,,,,,,,
9026,,4,1,1,22,1,1,0,2,12.299999999999999,13.635,49.0,23.9994,4,39,43,,,,,,,,,,,,,,,
9027,,4,1,1,23,1,1,0,3,10.66,11.365,70.0,19.999499999999998,0,28,28,,,,,,,,,,,,,,,
9028,,4,1,1,0,0,2,1,2,10.66,11.365,70.0,22.0028,0,12,12,,,,,,,,,,,,,,,
9029,,4,1,1,1,0,2,1,2,11.48,12.879999999999999,65.0,23.9994,0,2,2,,,,,,,,,,,,,,,
9030,,4,1,1,2,0,2,1,3,11.48,13.635,75.0,16.997899999999998,0,12,12,,,,,,,,,,,,,,,
9031,,4,1,1,4,0,2,1,3,13.120000000000001,15.15,66.0,22.0028,0,2,2,,,,,,,,,,,,,,,
9032,,4,1,1,5,0,2,1,3,13.120000000000001,15.15,66.0,22.0028,0,13,13,,,,,,,,,,,,,,,
9033,,4,1,1,6,0,2,1,3,12.299999999999999,14.395,75.0,16.997899999999998,0,57,57,,,,,,,,,,,,,,,
9034,,4,1,1,7,0,2,1,3,12.299999999999999,14.395,81.0,15.001299999999999,5,121,126,,,,,,,,,,,,,,,
9035,,4,1,1,8,0,2,1,3,12.299999999999999,14.395,81.0,19.0012,3,90,93,,,,,,,,,,,,,,,
9036,,4,1,1,9,0,2,1,3,13.120000000000001,15.15,81.0,16.997899999999998,7,61,68,,,,,,,,,,,,,,,
9037,,4,1,1,10,0,2,1,3,12.299999999999999,14.395,87.0,16.997899999999998,1,61,62,,,,,,,,,,,,,,,
9038,,4,1,1,11,0,2,1,2,13.940000000000001,17.424999999999997,87.0,7.0015,2,73,75,,,,,,,,,,,,,,,
9039,,4,1,1,12,0,2,1,2,13.120000000000001,15.15,87.0,19.0012,3,83,86,,,,,,,,,,,,,,,
9040,,4,1,1,13,0,2,1,2,15.58,19.695,76.0,22.0028,8,95,103,,,,,,,,,,,,,,,
9041,,4,1,1,14,0,2,1,1,18.04,21.97,62.0,32.9975,12,120,132,,,,,,,,,,,,,,,
9042,,4,1,1,15,0,2,1,1,18.04,21.97,62.0,32.9975,6,123,129,,,,,,,,,,,,,,,
9043,,4,1,1,16,0,2,1,1,18.86,22.725,63.0,36.9974,14,205,219,,,,,,,,,,,,,,,
9044,,4,1,1,17,0,2,1,1,18.86,22.725,63.0,30.002599999999997,20,442,462,,,,,,,,,,,,,,,
9045,,4,1,1,18,0,2,1,1,18.86,22.725,63.0,30.002599999999997,12,451,463,,,,,,,,,,,,,,,
9046,,4,1,1,19,0,2,1,1,18.86,22.725,63.0,27.999299999999998,11,297,308,,,,,,,,,,,,,,,
9047,,4,1,1,20,0,2,1,1,18.86,22.725,63.0,23.9994,11,169,180,,,,,,,,,,,,,,,
9048,,4,1,1,21,0,2,1,1,18.86,22.725,67.0,31.0009,6,174,180,,,,,,,,,,,,,,,
9049,,4,1,1,22,0,2,1,1,18.86,22.725,72.0,26.0027,5,85,90,,,,,,,,,,,,,,,
9050,,4,1,1,23,0,2,1,1,18.86,22.725,72.0,26.0027,1,60,61,,,,,,,,,,,,,,,
9051,,4,1,1,0,0,3,1,2,18.86,22.725,77.0,22.0028,3,14,17,,,,,,,,,,,,,,,
9052,,4,1,1,1,0,3,1,2,18.86,22.725,77.0,22.0028,0,10,10,,,,,,,,,,,,,,,
9053,,4,1,1,2,0,3,1,2,18.04,21.97,51.0,32.9975,1,1,2,,,,,,,,,,,,,,,
9054,,4,1,1,3,0,3,1,2,18.04,21.97,51.0,32.9975,1,3,4,,,,,,,,,,,,,,,
9055,,4,1,1,4,0,3,1,1,13.940000000000001,14.395,46.0,35.0008,0,1,1,,,,,,,,,,,,,,,
9056,,4,1,1,5,0,3,1,1,13.940000000000001,14.395,46.0,35.0008,0,29,29,,,,,,,,,,,,,,,
9057,,4,1,1,6,0,3,1,1,13.940000000000001,14.395,36.0,35.0008,0,88,88,,,,,,,,,,,,,,,
9058,,4,1,1,7,0,3,1,1,13.120000000000001,14.395,42.0,23.9994,1,262,263,,,,,,,,,,,,,,,
9059,,4,1,1,8,0,3,1,1,12.299999999999999,13.635,52.0,27.999299999999998,15,474,489,,,,,,,,,,,,,,,
9060,,4,1,1,9,0,3,1,1,11.48,12.879999999999999,52.0,22.0028,6,196,202,,,,,,,,,,,,,,,
9061,,4,1,1,10,0,3,1,1,12.299999999999999,13.635,42.0,31.0009,5,88,93,,,,,,,,,,,,,,,
9062,,4,1,1,11,0,3,1,1,12.299999999999999,13.635,42.0,26.0027,4,110,114,,,,,,,,,,,,,,,
9063,,4,1,1,12,0,3,1,1,12.299999999999999,12.879999999999999,39.0,32.9975,6,155,161,,,,,,,,,,,,,,,
9064,,4,1,1,13,0,3,1,1,12.299999999999999,13.635,42.0,31.0009,6,124,130,,,,,,,,,,,,,,,
9065,,4,1,1,14,0,3,1,1,12.299999999999999,13.635,33.0,26.0027,7,98,105,,,,,,,,,,,,,,,
9066,,4,1,1,15,0,3,1,1,12.299999999999999,12.879999999999999,33.0,35.0008,8,122,130,,,,,,,,,,,,,,,
9067,,4,1,1,16,0,3,1,1,11.48,11.365,30.0,35.0008,13,163,176,,,,,,,,,,,,,,,
9068,,4,1,1,17,0,3,1,1,10.66,10.605,33.0,30.002599999999997,8,338,346,,,,,,,,,,,,,,,
9069,,4,1,1,18,0,3,1,1,9.84,10.605,32.0,23.9994,8,347,355,,,,,,,,,,,,,,,
9070,,4,1,1,19,0,3,1,1,9.02,9.85,37.0,26.0027,5,251,256,,,,,,,,,,,,,,,
9071,,4,1,1,20,0,3,1,1,9.02,10.605,37.0,16.997899999999998,1,164,165,,,,,,,,,,,,,,,
9072,,4,1,1,21,0,3,1,1,8.200000000000001,8.334999999999999,40.0,27.999299999999998,5,119,124,,,,,,,,,,,,,,,
9073,,4,1,1,22,0,3,1,1,7.38,8.334999999999999,47.0,16.997899999999998,4,74,78,,,,,,,,,,,,,,,
9074,,4,1,1,23,0,3,1,1,6.5600000000000005,6.819999999999999,47.0,19.999499999999998,2,36,38,,,,,,,,,,,,,,,
9075,,4,1,1,0,0,4,1,1,5.74,6.819999999999999,50.0,12.998000000000001,0,16,16,,,,,,,,,,,,,,,
9076,,4,1,1,1,0,4,1,1,5.74,7.575,50.0,11.0014,0,5,5,,,,,,,,,,,,,,,
9077,,4,1,1,2,0,4,1,1,5.74,7.575,50.0,8.9981,0,3,3,,,,,,,,,,,,,,,
9078,,4,1,1,3,0,4,1,1,4.92,7.575,54.0,7.0015,0,4,4,,,,,,,,,,,,,,,
9079,,4,1,1,4,0,4,1,1,4.92,7.575,54.0,7.0015,0,1,1,,,,,,,,,,,,,,,
9080,,4,1,1,5,0,4,1,1,4.92,6.0600000000000005,55.00000000000001,16.997899999999998,0,19,19,,,,,,,,,,,,,,,
9081,,4,1,1,6,0,4,1,1,4.92,6.819999999999999,54.0,11.0014,0,86,86,,,,,,,,,,,,,,,
9082,,4,1,1,7,0,4,1,1,4.92,8.334999999999999,54.0,6.0032,2,204,206,,,,,,,,,,,,,,,
9083,,4,1,1,8,0,4,1,1,4.92,7.575,54.0,7.0015,9,414,423,,,,,,,,,,,,,,,
9084,,4,1,1,9,0,4,1,1,4.92,9.85,54.0,0.0,6,204,210,,,,,,,,,,,,,,,
9085,,4,1,1,10,0,4,1,1,5.74,10.605,59.0,0.0,10,98,108,,,,,,,,,,,,,,,
9086,,4,1,1,11,0,4,1,1,6.5600000000000005,8.334999999999999,55.00000000000001,11.0014,6,93,99,,,,,,,,,,,,,,,
9087,,4,1,1,12,0,4,1,1,8.200000000000001,9.85,51.0,12.998000000000001,5,106,111,,,,,,,,,,,,,,,
9088,,4,1,1,13,0,4,1,1,9.02,10.605,47.0,19.0012,6,118,124,,,,,,,,,,,,,,,
9089,,4,1,1,14,0,4,1,1,9.84,11.365,44.0,12.998000000000001,15,104,119,,,,,,,,,,,,,,,
9090,,4,1,1,15,0,4,1,1,10.66,11.365,44.0,19.999499999999998,9,118,127,,,,,,,,,,,,,,,
9091,,4,1,1,16,0,4,1,1,10.66,11.365,41.0,22.0028,8,185,193,,,,,,,,,,,,,,,
9092,,4,1,1,17,0,4,1,2,10.66,11.365,44.0,22.0028,21,364,385,,,,,,,,,,,,,,,
9093,,4,1,1,18,0,4,1,2,10.66,11.365,44.0,22.0028,16,345,361,,,,,,,,,,,,,,,
9094,,4,1,1,19,0,4,1,2,10.66,11.365,48.0,19.999499999999998,5,229,234,,,,,,,,,,,,,,,
9095,,4,1,1,20,0,4,1,1,10.66,10.605,52.0,30.002599999999997,7,184,191,,,,,,,,,,,,,,,
9096,,4,1,1,21,0,4,1,1,10.66,11.365,44.0,23.9994,4,117,121,,,,,,,,,,,,,,,
9097,,4,1,1,22,0,4,1,2,10.66,11.365,44.0,27.999299999999998,0,90,90,,,,,,,,,,,,,,,
9098,,4,1,1,23,0,4,1,1,10.66,11.365,48.0,22.0028,1,55,56,,,,,,,,,,,,,,,
9099,,4,1,1,0,0,5,1,2,10.66,11.365,48.0,19.999499999999998,3,24,27,,,,,,,,,,,,,,,
9100,,4,1,1,1,0,5,1,1,10.66,13.635,48.0,8.9981,0,15,15,,,,,,,,,,,,,,,
9101,,4,1,1,2,0,5,1,1,10.66,13.635,48.0,8.9981,0,11,11,,,,,,,,,,,,,,,
9102,,4,1,1,3,0,5,1,1,9.84,12.879999999999999,52.0,7.0015,0,4,4,,,,,,,,,,,,,,,
9103,,4,1,1,4,0,5,1,1,9.02,12.120000000000001,60.0,7.0015,0,3,3,,,,,,,,,,,,,,,
9104,,4,1,1,5,0,5,1,1,9.02,12.120000000000001,60.0,7.0015,0,19,19,,,,,,,,,,,,,,,
9105,,4,1,1,6,0,5,1,1,9.84,10.605,60.0,19.0012,0,68,68,,,,,,,,,,,,,,,
9106,,4,1,1,7,0,5,1,1,9.02,10.605,69.0,15.001299999999999,2,183,185,,,,,,,,,,,,,,,
9107,,4,1,1,8,0,5,1,1,9.02,10.605,64.0,16.997899999999998,4,421,425,,,,,,,,,,,,,,,
9108,,4,1,1,9,0,5,1,1,9.02,9.85,47.0,26.0027,21,242,263,,,,,,,,,,,,,,,
9109,,4,1,1,10,0,5,1,2,9.02,10.605,44.0,19.0012,1,96,97,,,,,,,,,,,,,,,
9110,,4,1,1,11,0,5,1,2,8.200000000000001,9.09,32.0,23.9994,6,117,123,,,,,,,,,,,,,,,
9111,,4,1,1,12,0,5,1,2,8.200000000000001,9.09,34.0,22.0028,5,119,124,,,,,,,,,,,,,,,
9112,,4,1,1,13,0,5,1,1,9.02,10.605,32.0,19.999499999999998,12,144,156,,,,,,,,,,,,,,,
9113,,4,1,1,14,0,5,1,2,9.02,10.605,35.0,19.999499999999998,8,107,115,,,,,,,,,,,,,,,
9114,,4,1,1,15,0,5,1,2,9.02,11.365,35.0,12.998000000000001,12,144,156,,,,,,,,,,,,,,,
9115,,4,1,1,16,0,5,1,2,8.200000000000001,10.605,37.0,11.0014,11,163,174,,,,,,,,,,,,,,,
9116,,4,1,1,17,0,5,1,2,9.02,12.879999999999999,32.0,6.0032,9,340,349,,,,,,,,,,,,,,,
9117,,4,1,1,18,0,5,1,2,8.200000000000001,11.365,34.0,6.0032,5,296,301,,,,,,,,,,,,,,,
9118,,4,1,1,19,0,5,1,2,8.200000000000001,11.365,37.0,7.0015,6,186,192,,,,,,,,,,,,,,,
9119,,4,1,1,20,0,5,1,2,8.200000000000001,11.365,34.0,6.0032,1,141,142,,,,,,,,,,,,,,,
9120,,4,1,1,21,0,5,1,2,8.200000000000001,11.365,37.0,6.0032,5,99,104,,,,,,,,,,,,,,,
9121,,4,1,1,22,0,5,1,2,8.200000000000001,9.85,37.0,15.001299999999999,1,71,72,,,,,,,,,,,,,,,
9122,,4,1,1,23,0,5,1,3,6.5600000000000005,7.575,64.0,15.001299999999999,3,35,38,,,,,,,,,,,,,,,
9123,,4,1,1,0,0,6,0,3,6.5600000000000005,7.575,64.0,15.001299999999999,0,24,24,,,,,,,,,,,,,,,
9124,,4,1,1,1,0,6,0,4,5.74,6.819999999999999,86.0,12.998000000000001,1,22,23,,,,,,,,,,,,,,,
9125,,4,1,1,2,0,6,0,3,5.74,10.605,86.0,0.0,1,25,26,,,,,,,,,,,,,,,
9126,,4,1,1,3,0,6,0,3,5.74,9.09,93.0,6.0032,0,13,13,,,,,,,,,,,,,,,
9127,,4,1,1,4,0,6,0,3,6.5600000000000005,9.85,86.0,6.0032,0,1,1,,,,,,,,,,,,,,,
9128,,4,1,1,5,0,6,0,3,6.5600000000000005,9.09,86.0,7.0015,0,2,2,,,,,,,,,,,,,,,
9129,,4,1,1,6,0,6,0,3,6.5600000000000005,8.334999999999999,93.0,11.0014,0,1,1,,,,,,,,,,,,,,,
9130,,4,1,1,7,0,6,0,3,6.5600000000000005,8.334999999999999,93.0,11.0014,3,10,13,,,,,,,,,,,,,,,
9131,,4,1,1,8,0,6,0,2,6.5600000000000005,7.575,93.0,16.997899999999998,3,22,25,,,,,,,,,,,,,,,
9132,,4,1,1,9,0,6,0,2,6.5600000000000005,7.575,93.0,16.997899999999998,2,40,42,,,,,,,,,,,,,,,
9133,,4,1,1,10,0,6,0,3,6.5600000000000005,7.575,93.0,16.997899999999998,0,45,45,,,,,,,,,,,,,,,
9134,,4,1,1,11,0,6,0,2,7.38,10.605,86.0,7.0015,1,62,63,,,,,,,,,,,,,,,
9135,,4,1,1,12,0,6,0,2,8.200000000000001,10.605,80.0,11.0014,5,62,67,,,,,,,,,,,,,,,
9136,,4,1,1,13,0,6,0,2,8.200000000000001,9.85,80.0,16.997899999999998,10,66,76,,,,,,,,,,,,,,,
9137,,4,1,1,14,0,6,0,3,8.200000000000001,9.85,80.0,12.998000000000001,6,89,95,,,,,,,,,,,,,,,
9138,,4,1,1,15,0,6,0,3,8.200000000000001,9.85,80.0,12.998000000000001,6,113,119,,,,,,,,,,,,,,,
9139,,4,1,1,16,0,6,0,2,8.200000000000001,9.09,80.0,19.999499999999998,5,113,118,,,,,,,,,,,,,,,
9140,,4,1,1,17,0,6,0,2,8.200000000000001,9.09,80.0,26.0027,7,99,106,,,,,,,,,,,,,,,
9141,,4,1,1,18,0,6,0,2,8.200000000000001,9.09,75.0,26.0027,3,107,110,,,,,,,,,,,,,,,
9142,,4,1,1,19,0,6,0,2,7.38,7.575,80.0,26.0027,0,85,85,,,,,,,,,,,,,,,
9143,,4,1,1,20,0,6,0,2,7.38,8.334999999999999,80.0,19.999499999999998,5,62,67,,,,,,,,,,,,,,,
9144,,4,1,1,21,0,6,0,1,7.38,7.575,74.0,22.0028,5,64,69,,,,,,,,,,,,,,,
9145,,4,1,1,22,0,6,0,2,7.38,8.334999999999999,74.0,19.999499999999998,3,56,59,,,,,,,,,,,,,,,
9146,,4,1,1,23,0,6,0,2,6.5600000000000005,7.575,80.0,16.997899999999998,1,51,52,,,,,,,,,,,,,,,
9147,,4,1,1,0,0,0,0,1,6.5600000000000005,6.819999999999999,80.0,19.999499999999998,1,51,52,,,,,,,,,,,,,,,
9148,,4,1,1,1,0,0,0,2,7.38,8.334999999999999,74.0,19.999499999999998,1,49,50,,,,,,,,,,,,,,,
9149,,4,1,1,2,0,0,0,2,7.38,8.334999999999999,74.0,19.0012,1,46,47,,,,,,,,,,,,,,,
9150,,4,1,1,3,0,0,0,2,7.38,8.334999999999999,69.0,19.0012,1,20,21,,,,,,,,,,,,,,,
9151,,4,1,1,4,0,0,0,3,6.5600000000000005,6.819999999999999,80.0,19.0012,1,1,2,,,,,,,,,,,,,,,
9152,,4,1,1,5,0,0,0,3,6.5600000000000005,7.575,74.0,15.001299999999999,1,2,3,,,,,,,,,,,,,,,
9153,,4,1,1,6,0,0,0,2,6.5600000000000005,7.575,74.0,15.001299999999999,0,4,4,,,,,,,,,,,,,,,
9154,,4,1,1,7,0,0,0,2,6.5600000000000005,7.575,74.0,15.001299999999999,2,11,13,,,,,,,,,,,,,,,
9155,,4,1,1,8,0,0,0,2,6.5600000000000005,7.575,74.0,15.001299999999999,3,29,32,,,,,,,,,,,,,,,
9156,,4,1,1,9,0,0,0,2,6.5600000000000005,7.575,74.0,15.001299999999999,9,54,63,,,,,,,,,,,,,,,
9157,,4,1,1,10,0,0,0,2,6.5600000000000005,6.819999999999999,74.0,19.0012,9,120,129,,,,,,,,,,,,,,,
9158,,4,1,1,11,0,0,0,3,6.5600000000000005,7.575,80.0,16.997899999999998,18,115,133,,,,,,,,,,,,,,,
9159,,4,1,1,12,0,0,0,2,6.5600000000000005,7.575,80.0,15.001299999999999,24,161,185,,,,,,,,,,,,,,,
9160,,4,1,1,13,0,0,0,2,6.5600000000000005,9.09,80.0,8.9981,24,175,199,,,,,,,,,,,,,,,
9161,,4,1,1,14,0,0,0,2,6.5600000000000005,8.334999999999999,80.0,11.0014,19,163,182,,,,,,,,,,,,,,,
9162,,4,1,1,15,0,0,0,2,6.5600000000000005,7.575,80.0,12.998000000000001,27,149,176,,,,,,,,,,,,,,,
9163,,4,1,1,16,0,0,0,2,6.5600000000000005,7.575,80.0,12.998000000000001,12,143,155,,,,,,,,,,,,,,,
9164,,4,1,1,17,0,0,0,2,6.5600000000000005,9.09,80.0,7.0015,8,100,108,,,,,,,,,,,,,,,
9165,,4,1,1,18,0,0,0,3,6.5600000000000005,9.09,86.0,7.0015,11,110,121,,,,,,,,,,,,,,,
9166,,4,1,1,19,0,0,0,3,6.5600000000000005,9.09,86.0,7.0015,9,80,89,,,,,,,,,,,,,,,
9167,,4,1,1,20,0,0,0,3,6.5600000000000005,8.334999999999999,86.0,11.0014,5,69,74,,,,,,,,,,,,,,,
9168,,4,1,1,21,0,0,0,3,6.5600000000000005,9.09,86.0,7.0015,8,36,44,,,,,,,,,,,,,,,
9169,,4,1,1,22,0,0,0,2,6.5600000000000005,9.85,93.0,6.0032,0,58,58,,,,,,,,,,,,,,,
9170,,4,1,1,23,0,0,0,2,6.5600000000000005,9.09,93.0,7.0015,2,35,37,,,,,,,,,,,,,,,
9171,,4,1,1,0,0,1,1,2,7.38,12.120000000000001,86.0,0.0,2,17,19,,,,,,,,,,,,,,,
9172,,4,1,1,1,0,1,1,2,7.38,10.605,86.0,7.0015,0,4,4,,,,,,,,,,,,,,,
9173,,4,1,1,2,0,1,1,2,7.38,10.605,86.0,7.0015,0,2,2,,,,,,,,,,,,,,,
9174,,4,1,1,3,0,1,1,2,7.38,12.120000000000001,86.0,0.0,0,1,1,,,,,,,,,,,,,,,
9175,,4,1,1,4,0,1,1,2,8.200000000000001,12.879999999999999,80.0,0.0,0,1,1,,,,,,,,,,,,,,,
9176,,4,1,1,5,0,1,1,2,8.200000000000001,12.879999999999999,86.0,0.0,0,19,19,,,,,,,,,,,,,,,
9177,,4,1,1,6,0,1,1,2,8.200000000000001,12.879999999999999,86.0,0.0,6,36,42,,,,,,,,,,,,,,,
9178,,4,1,1,7,0,1,1,3,8.200000000000001,12.879999999999999,86.0,0.0,8,114,122,,,,,,,,,,,,,,,
9179,,4,1,1,8,0,1,1,3,8.200000000000001,10.605,86.0,8.9981,5,267,272,,,,,,,,,,,,,,,
9180,,4,1,1,9,0,1,1,2,8.200000000000001,11.365,86.0,6.0032,13,198,211,,,,,,,,,,,,,,,
9181,,4,1,1,10,0,1,1,2,8.200000000000001,12.879999999999999,93.0,0.0,10,139,149,,,,,,,,,,,,,,,
9182,,4,1,1,11,0,1,1,2,8.200000000000001,11.365,93.0,6.0032,5,57,62,,,,,,,,,,,,,,,
9183,,4,1,1,12,0,1,1,2,9.02,13.635,93.0,0.0,10,52,62,,,,,,,,,,,,,,,
9184,,4,1,1,13,0,1,1,3,9.02,12.879999999999999,93.0,6.0032,5,32,37,,,,,,,,,,,,,,,
9185,,4,1,1,14,0,1,1,3,9.02,11.365,93.0,12.998000000000001,13,48,61,,,,,,,,,,,,,,,
9186,,4,1,1,15,0,1,1,2,9.02,10.605,100.0,15.001299999999999,10,64,74,,,,,,,,,,,,,,,
9187,,4,1,1,16,0,1,1,2,9.84,12.120000000000001,93.0,11.0014,14,108,122,,,,,,,,,,,,,,,
9188,,4,1,1,17,0,1,1,2,9.84,12.879999999999999,96.0,7.0015,6,270,276,,,,,,,,,,,,,,,
9189,,4,1,1,18,0,1,1,2,9.84,12.120000000000001,93.0,8.9981,7,275,282,,,,,,,,,,,,,,,
9190,,4,1,1,19,0,1,1,2,10.66,12.879999999999999,93.0,11.0014,9,211,220,,,,,,,,,,,,,,,
9191,,4,1,1,20,0,1,1,2,10.66,12.879999999999999,100.0,11.0014,8,161,169,,,,,,,,,,,,,,,
9192,,4,1,1,21,0,1,1,2,10.66,12.120000000000001,100.0,19.0012,8,112,120,,,,,,,,,,,,,,,
